CRID,Gender,Race
1062542,F,Black
1062543,F,White/Hispanic
1062544,F,White
1062549,F,Black
1062550,M,Black
1062551,M,Black
1062552,M,White
1062553,M,Black
1062555,M,Black
1062557,M,White
1062559,F,White
1062560,F,Black
1062562,F,Black
1062563,M,White/Hispanic
1062564,M,Black
1062568,F,Black
1062569,M,Black
1062570,M,Black
1062571,F,Black
1062572,F,Black
1062575,M,Black
1062577,M,Black
1062580,M,White
1062581,F,Black
1062583,M,Black
1062586,M,White/Hispanic
1062587,F,White
1062588,M,White
1062589,F,Black
1062590,F,Black
1062591,F,Hispanic
1062592,M,Black
1062595,M,Black
1062598,M,Black
1062600,M,Black
1062601,M,Black
1062602,M,Black
1062604,F,Black
1062606,F,Black
1062613,F,White
1062614,F,White/Hispanic
1062617,M,Black
1062618,M,Black
1062620,F,Black
1062621,F,Black
1062622,F,White/Hispanic
1062624,F,Black
1062625,F,Black
1062629,M,Black
1062630,M,White
1062631,M,White
1062634,F,White/Hispanic
1062635,F,Black
1062638,F,Unknown
1062638,F,Unknown
1062639,M,Black
1062640,M,Black
1062641,M,White/Hispanic
1062644,M,Black
1062646,M,Unknown
1062647,F,Black
1062650,F,Black
1062651,M,Black
1062657,F,Black
1062658,F,Black
1062659,M,Unknown
1062662,M,Black
1062663,F,Black
1062664,F,Black
1062667,M,White/Hispanic
1062668,M,Black
1062674,M,Black
1062675,F,Black
1062676,F,Black
1062680,F,Black
1062681,F,Black
1062683,F,Black
1062684,M,White
1062685,F,Black
1062687,M,White
1062688,M,Black
1062689,M,White
1062690,F,Black
1062691,M,Black
1062694,F,Black
1062695,F,Black
1062696,M,Black
1062698,F,White
1062700,F,White/Hispanic
1062703,M,Black
1062704,M,Black
1062706,F,Black
1062709,M,Black
1062710,M,Black
1062711,F,Black
1062714,F,Black
1062715,F,White
1062716,M,Black
1062718,F,Black
1062721,M,White/Hispanic
1062723,F,White/Hispanic
1062725,M,White
1062730,M,Black
1062731,M,White
1062732,F,Black
1062734,M,Black
1062736,M,Hispanic
1062738,F,Black
1062739,M,White/Hispanic
1062741,F,Black
1062742,M,White
1062743,F,White/Hispanic
1062745,F,Black
1062746,F,White/Hispanic
1062747,F,Black
1062748,F,Black
1062749,F,Black
1062750,M,White
1062751,M,White
1062753,M,White
1062754,M,White
1062756,F,Black
1062757,M,Black
1062758,M,White/Hispanic
1062759,M,Black
1062760,F,White
1062761,M,Asian
1062762,M,Black
1062763,M,Black
1062764,M,White
1062766,M,White/Hispanic
1062768,M,Black
1062770,M,White
1062771,F,Black
1062772,F,Black
1062774,M,Black
1062775,F,Black
1062777,M,Black
1062778,F,Black
1062779,F,Black
1062780,M,Black
1062783,M,White/Hispanic
1062784,M,White
1062788,M,White
1062789,F,Black
1062792,M,Black
1062793,M,White
1062794,M,Black
1062795,M,Unknown
1062797,F,Black
1062799,M,Black
1062800,F,White/Hispanic
1062805,F,Unknown
1062807,F,Black
1062811,F,Black
1062812,M,Black
1062813,M,Black
1062814,F,Black
1062815,F,Black
1062816,M,Black
1062817,F,Black
1062818,F,White
1062820,F,White
1062822,M,Black
1062825,X,Unknown
1062828,M,Black
1062829,M,White
1062830,M,Black
1062832,M,White
1062834,M,Black
1062835,F,Black
1062837,F,Black
1062838,F,Black
1062839,F,Black
1062840,F,White
1062841,M,White/Hispanic
1062842,M,Black
1062844,M,Black
1062847,F,Black
1062848,M,White
1062849,M,Black
1062850,M,White
1062852,M,Black
1062853,F,Black
1062854,F,Black
1062856,M,Black
1062857,F,Black
1062858,F,Black
1062861,F,Black
1062863,M,Unknown
1062864,M,Black
1062865,M,Black
1062866,F,White/Hispanic
1062873,M,White
1062874,F,Black
1062875,M,Black
1062877,F,White
1062881,M,White
1062883,M,White
1062884,F,Black
1062886,M,White
1062890,F,White/Hispanic
1062891,M,Black
1062893,M,Black
1062896,M,White
1062898,M,White
1062901,F,Black
1062902,F,Black
1062905,M,White
1062911,F,Black
1062915,M,White
1062916,M,Black
1062918,F,Black
1062922,F,Black
1062925,M,Black
1062927,M,White/Hispanic
1062928,F,Unknown
1062929,F,White
1062934,M,Unknown
1062935,M,White
1062936,M,Black
1062937,F,Black
1062939,M,Black
1062940,F,Black
1062941,M,Unknown
1062943,M,Unknown
1062944,M,White/Hispanic
1062945,M,Black
1062946,F,White/Hispanic
1062947,F,Black
1062948,M,Black
1062951,M,Asian
1062953,M,White/Hispanic
1062956,M,White
1062958,F,White
1062961,F,Black
1062963,X,Unknown
1062964,M,Black
1062966,F,Black
1062967,F,White
1062968,F,White
1062969,M,White
1062970,F,White
1062971,F,White/Hispanic
1062973,M,Black
1062974,F,Black
1062977,M,Black
1062978,M,White
1062978,M,Black
1062979,F,Black
1062982,M,White
1062983,F,Black
1062984,M,White
1062985,F,Black
1062986,M,White
1062987,M,White
1062988,M,Black
1062990,M,White
1062992,M,White/Hispanic
1062995,M,Black
1062996,F,White
1062997,M,Black
1062998,M,Black
1062999,F,Black
1063000,M,Black
1063001,F,White
1063002,M,White
1063003,M,Black
1063004,M,White
1063005,M,Black
1063006,M,Black
1063010,M,Black
1063013,M,White/Hispanic
1063014,F,White
1063016,F,Hispanic
1063018,M,White/Hispanic
1063020,M,Black
1063021,M,White
1063022,M,Black
1063024,M,White/Hispanic
1063025,M,White
1063026,M,Black
1063030,F,Black
1063033,M,Black
1063034,M,White
1063037,F,Black
1063038,F,White/Hispanic
1063041,M,Black
1063042,F,Black
1063044,M,Black
1063045,M,Black
1063046,M,White
1063048,M,Black
1063049,M,Black
1063051,F,Black
1063055,F,Black
1063057,F,Unknown
1063059,M,White/Hispanic
1063061,M,White
1063063,F,Black
1063064,F,Black
1063065,F,White
1063066,M,White/Hispanic
1063067,M,Black
1063068,M,Black
1063071,M,Black
1063074,M,Black
1063075,F,White
1063076,F,Black
1063077,F,Black
1063078,M,White/Hispanic
1063079,F,Black
1063081,F,White
1063084,M,Black
1063085,M,Black
1063087,F,White
1063088,M,White
1063089,F,Black
1063091,F,Black
1063092,F,Black
1063093,M,Black
1063096,F,White
1063097,M,Black
1063098,F,White
1063100,F,Black
1063101,M,Black
1063102,M,White
1063103,M,Black
1063105,M,Black
1063108,F,Black
1063111,M,Black
1063112,M,Unknown
1063114,F,Black
1063115,F,Black
1063116,F,Black
1063117,M,Black
1063118,F,Black
1063120,F,White
1063123,M,Black
1063124,M,White
1063126,F,Black
1063129,F,White
1063130,M,Unknown
1063131,M,Unknown
1063132,M,Black
1063135,F,Black
1063136,M,Black
1063137,F,Black
1063138,M,Black
1063139,M,White
1063140,M,Black
1063141,F,Black
1063142,F,White
1063145,M,White/Hispanic
1063146,M,Hispanic
1063147,F,Black
1063150,F,Black
1063151,M,White
1063152,M,White/Hispanic
1063153,F,White
1063155,F,Black
1063156,M,Black
1063157,F,Black
1063160,M,Black
1063161,F,Black
1063163,M,Black
1063165,M,White
1063166,F,Black
1063167,F,Black
1063169,F,Black
1063170,M,Black
1063171,M,Black
1063172,M,Black
1063173,M,White
1063176,M,Black
1063178,F,Black
1063186,M,Black
1063189,F,Black
1063191,F,Black
1063193,F,Black
1063195,F,White
1063196,M,Black
1063197,F,White
1063200,F,Black
1063203,M,Black
1063204,F,Black
1063205,M,Black
1063206,F,White/Hispanic
1063208,M,White/Hispanic
1063210,M,Asian
1063212,F,Black
1063213,M,White
1063217,M,Black
1063224,M,Black
1063230,F,Black
1063231,F,Black
1063232,M,Black
1063236,F,White/Hispanic
1063239,F,Black
1063240,F,Black
1063241,F,Black
1063244,M,Black
1063245,M,Black
1063246,F,White
1063248,M,Black
1063249,M,Black
1063250,M,White/Hispanic
1063251,M,White/Hispanic
1063252,M,Black
1063255,M,Unknown
1063256,M,White/Hispanic
1063258,M,White
1063259,M,White
1063260,F,Black
1063261,F,Black
1063262,M,Black
1063271,M,Black
1063272,F,Black
1063274,M,White
1063276,M,Black
1063278,F,Black
1063286,M,White
1063290,F,White/Hispanic
1063291,F,White/Hispanic
1063292,M,White/Hispanic
1063297,M,White
1063300,F,White
1063301,F,Black
1063305,M,White/Hispanic
1063311,M,Black
1063312,M,White
1063316,M,Black
1063317,M,White/Hispanic
1063317,F,White/Hispanic
1063319,M,White
1063320,M,Black
1063322,M,Black
1063324,F,White
1063327,F,White
1063328,F,White
1063330,F,Black
1063332,M,Black
1063333,M,Black
1063334,M,White
1063335,M,White
1063336,M,White
1063337,F,Black
1063339,M,White
1063340,M,Black
1063346,F,Black
1063349,M,Black
1063350,F,Black
1063354,M,Asian
1063355,M,Black
1063356,M,Black
1063358,F,Black
1063359,M,Black
1063360,M,White
1063361,M,Black
1063364,M,Black
1063365,M,Black
1063371,M,Black
1063374,F,Black
1063375,F,Black
1063376,M,White
1063378,M,White
1063379,M,Unknown
1063380,M,Unknown
1063382,M,Black
1063385,M,Black
1063386,F,Black
1063387,M,Hispanic
1063389,F,Black
1063390,M,Black
1063397,M,Black
1063398,M,Black
1063400,F,Unknown
1063401,F,Black
1063403,F,Black
1063404,M,Black
1063405,M,Black
1063406,M,White/Hispanic
1063407,M,White
1063409,M,White
1063410,F,Black
1063411,M,Black
1063412,M,White
1063413,M,Black
1063414,M,Black
1063415,M,Black
1063417,F,Black
1063421,F,Black
1063423,F,White
1063424,M,White
1063425,M,Black
1063428,M,White
1063429,M,White
1063431,M,Black
1063432,F,White
1063432,F,White
1063433,F,Black
1063437,M,Unknown
1063438,F,Black
1063439,M,Black
1063440,M,White
1063441,M,White
1063444,M,Black
1063447,M,White
1063448,M,White
1063453,F,Unknown
1063454,M,Unknown
1063456,M,Black
1063457,M,White
1063458,M,White
1063460,M,White
1063460,M,White
1063461,M,White
1063462,M,White
1063463,M,White
1063465,M,White
1063466,M,White
1063467,M,White
1063468,M,White
1063469,M,White
1063470,F,White
1063471,F,Black
1063472,F,Black
1063473,F,Black
1063474,F,Black
1063475,F,Black
1063476,M,Black
1063477,M,Black
1063478,F,Black
1063479,M,White
1063481,F,Black
1063482,M,White
1063483,M,Black
1063486,M,Black
1063487,M,Hispanic
1063488,M,Asian
1063489,M,Asian
1063490,M,Asian
1063491,M,Asian
1063496,F,Black
1063498,F,Black
1063499,F,Black
1063502,M,White
1063502,M,White
1063505,M,White/Hispanic
1063507,M,Black
1063509,M,Black
1063513,M,Asian
1063514,M,Black
1063516,M,White/Hispanic
1063518,M,White
1063519,M,White
1063520,F,Black
1063522,M,White
1063522,M,White
1063523,F,White
1063524,M,White
1063525,M,White
1063526,F,White
1063527,M,White/Hispanic
1063528,M,White
1063529,M,White
1063530,M,White
1063531,F,White
1063532,M,Black
1063533,M,White
1063533,M,Black
1063534,M,White
1063535,M,White
1063536,M,White
1063537,M,Black
1063538,M,Hispanic
1063539,M,Hispanic
1063540,M,Hispanic
1063541,F,Hispanic
1063541,M,Hispanic
1063542,M,Black
1063543,F,Black
1063546,F,Black
1063547,M,White
1063548,F,White
1063549,F,Black
1063550,F,White
1063551,M,White
1063552,M,White
1063553,M,Black
1063553,M,Hispanic
1063554,M,White
1063555,M,White
1063556,F,Black
1063557,F,White
1063560,F,White
1063561,F,White
1063562,F,Black
1063563,M,White
1063564,M,White
1063565,F,Black
1063566,F,White
1063567,M,White
1063568,M,Black
1063569,M,White
1063571,M,White
1063572,F,Black
1063573,M,Hispanic
1063574,M,Hispanic
1063575,M,Black
1063576,F,Black
1063578,F,White
1063580,M,White
1063581,F,Black
1063582,M,Black
1063582,M,White
1063583,M,Black
1063584,M,White
1063585,F,Black
1063586,M,Black
1063589,M,White
1063590,M,White
1063591,M,White
1063592,M,White
1063592,M,White
1063593,M,White
1063593,M,White
1063594,M,White
1063595,M,White
1063596,M,Black
1063598,M,White/Hispanic
1063607,F,Black
1063610,F,Black
1063617,M,Black
1063618,F,White
1063620,F,Black
1063621,F,Black
1063622,M,Unknown
1063624,M,Black
1063626,M,Black
1063628,F,Black
1063631,M,Black
1063633,M,White
1063634,M,Black
1063637,M,Unknown
1063641,M,Black
1063642,M,Black
1063643,M,Black
1063644,F,Black
1063648,M,Black
1063648,F,Hispanic
1063653,M,Black
1063654,F,White/Hispanic
1063655,M,White
1063660,F,Unknown
1063662,M,Black
1063663,M,White
1063664,M,White
1063666,F,White/Hispanic
1063667,M,White
1063668,M,Black
1063670,M,Black
1063672,M,Black
1063673,M,Black
1063674,M,White
1063675,M,Black
1063677,F,Black
1063678,M,Black
1063679,M,White
1063680,M,White
1063681,M,White
1063682,M,Black
1063683,M,Black
1063684,M,Black
1063685,M,White
1063687,M,White
1063688,M,Black
1063689,F,White/Hispanic
1063692,F,Black
1063694,F,Black
1063697,F,Black
1063700,M,Black
1063701,X,Unknown
1063702,F,Black
1063703,M,White/Hispanic
1063705,F,White
1063706,M,Black
1063708,M,Unknown
1063709,M,Black
1063711,M,Hispanic
1063712,F,Black
1063713,F,Black
1063716,F,Black
1063717,M,White
1063720,M,Black
1063722,F,Black
1063725,F,White/Hispanic
1063726,M,White
1063728,F,Black
1063729,F,Black
1063730,M,White
1063731,M,Black
1063732,F,Black
1063735,F,Black
1063736,F,Black
1063737,F,Unknown
1063739,F,Black
1063740,F,Unknown
1063741,F,Black
1063746,F,White/Hispanic
1063747,F,Black
1063751,F,Black
1063752,M,Black
1063753,M,Black
1063754,M,Black
1063755,F,Black
1063756,F,Black
1063758,M,Hispanic
1063764,F,White
1063764,F,Black
1063765,M,Black
1063769,F,Black
1063770,M,Black
1063771,F,Black
1063772,M,Black
1063773,F,White
1063775,F,Black
1063777,M,Black
1063778,F,Black
1063781,M,Asian
1063782,M,White/Hispanic
1063783,F,Black
1063785,F,Black
1063786,M,Asian
1063788,F,Black
1063790,F,Black
1063792,M,White/Hispanic
1063793,M,White/Hispanic
1063794,F,Black
1063796,M,White/Hispanic
1063797,F,Black
1063798,M,White
1063799,M,Black
1063802,M,Black
1063803,M,Black
1063804,F,Black
1063807,F,Hispanic
1063808,F,Hispanic
1063809,F,Hispanic
1063811,F,Black
1063812,M,Black
1063813,F,Black
1063814,F,White
1063816,M,White
1063817,M,Black
1063820,M,Black
1063821,F,Black
1063822,F,White/Hispanic
1063823,F,Black
1063824,M,Black
1063825,M,White
1063826,F,Black
1063828,F,White
1063831,F,Black
1063833,M,Black
1063834,F,White
1063836,M,Black
1063837,F,White
1063841,F,White
1063844,F,Asian
1063847,F,Black
1063848,F,Hispanic
1063849,M,Black
1063852,M,White/Hispanic
1063856,M,Black
1063857,F,Black
1063858,M,Black
1063859,M,Black
1063860,F,Black
1063861,M,Black
1063864,F,Black
1063866,M,White
1063866,M,Black
1063867,M,Black
1063868,M,Black
1063869,F,Black
1063870,M,White/Hispanic
1063871,F,Asian
1063872,F,Black
1063873,F,Black/Hispanic
1063874,F,Black
1063877,X,Unknown
1063880,F,Black
1063881,F,Black
1063882,F,White/Hispanic
1063883,F,Black
1063885,M,Black
1063886,M,Black
1063887,F,Black
1063890,M,White
1063892,F,Black
1063893,M,White
1063895,M,Black
1063896,F,White/Hispanic
1063898,F,White/Hispanic
1063901,M,Black
1063904,M,Black
1063905,M,Black
1063906,F,Asian
1063910,F,White
1063912,F,White/Hispanic
1063913,M,Black
1063914,F,White
1063915,M,Black
1063918,F,White
1063921,M,Black
1063923,F,Black
1063925,M,Black
1063927,M,Black
1063928,M,White
1063931,F,White/Hispanic
1063933,F,Black
1063934,M,Black
1063935,M,White/Hispanic
1063936,M,White/Hispanic
1063937,F,White/Hispanic
1063939,F,Unknown
1063943,F,White
1063944,F,White
1063948,F,Black
1063949,M,Unknown
1063950,M,Hispanic
1063953,F,White
1063954,F,Black
1063957,M,Black
1063960,X,Unknown
1063961,M,Black
1063962,M,White
1063963,M,White
1063964,M,White/Hispanic
1063965,F,Unknown
1063967,M,Black
1063968,M,Unknown
1063969,M,Black
1063970,F,Black
1063971,F,White/Hispanic
1063973,M,White
1063974,F,White
1063975,M,Black
1063976,M,White/Hispanic
1063980,M,White
1063980,F,Black
1063981,M,Black
1063982,M,White
1063986,M,Black
1063987,M,Hispanic
1063988,M,Hispanic
1063989,M,White
1063990,M,Black
1063991,F,White/Hispanic
1063992,M,White
1063994,F,White
1063995,M,White/Hispanic
1063996,M,White
1063997,M,White/Hispanic
1063999,M,Black
1064001,M,White
1064002,F,Black
1064003,M,Black
1064005,M,Black
1064007,M,Black
1064008,M,White/Hispanic
1064009,F,Black
1064013,M,Unknown
1064014,M,Black
1064015,M,Black
1064018,M,Black
1064020,M,White/Hispanic
1064021,M,White
1064022,M,Black
1064024,F,Black
1064025,F,Black
1064027,M,White
1064029,F,Black
1064032,M,Black
1064033,F,Black
1064034,M,Black
1064036,M,White
1064037,M,Black
1064039,M,White/Hispanic
1064042,F,Black
1064043,M,White/Hispanic
1064044,M,Black
1064045,M,Black
1064046,F,Black
1064051,F,Black
1064052,F,Black
1064054,F,Black
1064055,F,Black/Hispanic
1064056,F,Unknown
1064057,M,Black
1064058,M,White
1064060,M,Black
1064062,F,Black
1064064,F,Black
1064066,M,White
1064067,M,Black
1064069,M,Black
1064070,M,Black
1064071,F,White
1064073,M,Black/Hispanic
1064077,M,Black
1064078,M,White
1064081,F,White
1064084,M,White
1064088,F,Black
1064089,F,Black
1064090,M,Black
1064091,M,Black
1064092,M,Black
1064095,M,White
1064097,M,White
1064098,M,White
1064099,M,White
1064100,M,White
1064101,M,Black
1064101,M,White
1064102,F,White/Hispanic
1064103,M,Hispanic
1064110,M,Black
1064111,M,White/Hispanic
1064112,M,Black
1064113,F,White
1064114,M,Black
1064116,M,Unknown
1064117,F,White
1064119,F,Black
1064120,M,Black
1064123,F,Black
1064124,M,White/Hispanic
1064125,F,Black
1064128,M,Black
1064129,F,White
1064130,F,Black
1064134,M,Black
1064135,F,White
1064136,F,Black
1064139,M,Indigenous
1064140,M,Indigenous
1064143,F,Black
1064144,F,Black
1064145,M,Black
1064146,F,White/Hispanic
1064147,M,White
1064148,F,Black
1064149,M,Black
1064150,M,White
1064153,M,Black
1064155,M,Unknown
1064156,M,White
1064160,M,White/Hispanic
1064163,F,Black
1064164,M,White/Hispanic
1064165,F,Black
1064167,F,Black
1064170,F,Black
1064171,M,White/Hispanic
1064175,M,White
1064178,F,White
1064181,F,White
1064182,F,Black
1064185,M,Black
1064186,F,Black
1064188,F,Black
1064189,F,Black
1064191,F,Black
1064192,M,Black
1064193,M,White
1064195,F,White
1064197,M,Black
1064199,F,Black
1064200,M,Black
1064201,F,Black
1064202,M,Black
1064203,M,Black
1064204,F,Black
1064206,M,Black
1064208,F,Black
1064209,M,White/Hispanic
1064211,M,White
1064212,M,Black
1064213,M,Black
1064214,M,White/Hispanic
1064215,F,Black
1064216,F,White/Hispanic
1064217,M,Black
1064218,F,Black
1064220,F,Asian
1064221,F,Black
1064222,M,White
1064223,M,Black
1064225,F,Black/Hispanic
1064226,F,Black
1064227,M,Black
1064228,F,Black
1064231,M,Black
1064232,M,Black
1064233,F,White
1064234,F,Black
1064235,M,White/Hispanic
1064236,F,Black
1064237,M,Black
1064241,M,White
